Source,Target,Weight
html5spec,uad,1
html5spec,film,1
html5spec,microposts,3
html5spec,bpmlod,1
html5spec,spade,5
html5spec,sdshare,1
html5spec,odrl,1
html5spec,unhosted,2
html5spec,semstats,2
dntrack,socbizcg,2
dntrack,cdl,1
dntrack,native-web-apps,1
dntrack,webmidi,1
dntrack,informationarchitecture,1
dntrack,svgopentype,2
dntrack,speech-api,1
dntrack,webobservatory,1
dntrack,vxmlcg,2
dntrack,whatwg,1
dntrack,owled,1
dntrack,timed-text,1
dntrack,infographics,1
dntrack,pubsub,1
dntrack,webhistory,2
dntrack,webassembly,1
dntrack,expath,1
dntrack,emergency,1
dntrack,respimg,1
dntrack,rww,3
dntrack,ppl,2
dntrack,userix,1
dntrack,webhaptics,1
dntrack,coders4africa,1
dntrack,mobileacc,2
dntrack,webdevdata,2
dntrack,cssselfrags,1
dntrack,webcryptoapi,1
dntrack,wot,1
dntrack,cndpubcg,1
dntrack,bigdata,6
dntrack,sustyweb,2
dntrack,locadd,1
dntrack,carto,1
dntrack,custexpdata,3
dntrack,urispec,1
dntrack,egovernance,2
dntrack,w3id,2
dntrack,pua,2
dntrack,change,1
dntrack,opendatadir,1
dntrack,browsersync,2
dntrack,nextweb,1
dntrack,restrictedmedia,2
dntrack,games,1
dntrack,trustperms,1
dntrack,networkfriendly,1
dntrack,webappscp,1
dntrack,markdown,2
dntrack,openannotation,2
dntrack,xmlperf,2
dntrack,geosemweb,2
dntrack,webid,3
dntrack,openw3c,2
dntrack,xml-er,1
dntrack,swisig,1
dntrack,schemabibex,1
dntrack,devrel,1
dntrack,rosc,1
dntrack,w3process,2
dntrack,cloud,3
dntrack,webandbroadcasting,1
dntrack,microxml,1
dntrack,wai-engage,2
dntrack,audio-dev,2
dntrack,hydra,2
dntrack,semwebprog,1
dntrack,hpcweb,2
dntrack,webperfs,2
dntrack,places,1
dntrack,auto-wcag,1
dntrack,rsp,2
dntrack,webarraymath,1
dntrack,tvapi,1
dntrack,webappstore,1
dntrack,fedsocweb,3
dntrack,webpayments,2
dntrack,interative-apis,1
dntrack,xmlhypermedia,2
dntrack,svgstreaming,1
dntrack,htmail,2
dntrack,ar,1
dntrack,opengov,2
dntrack,uad,1
dntrack,microposts,1
dntrack,bpmlod,2
dntrack,spade,1
dntrack,sdshare,1
dntrack,odrl,1
dntrack,unhosted,1
dntrack,html5spec,4
json-ld,socbizcg,7
json-ld,cnwa,1
json-ld,annoux,1
json-ld,sport-schema,2
json-ld,native-web-apps,5
json-ld,propertygraphs,2
json-ld,autowebplatform,1
json-ld,informationarchitecture,4
json-ld,bde-transport,1
json-ld,activitypub,4
json-ld,mws,2
json-ld,svgopentype,1
json-ld,speech-api,2
json-ld,vxmlcg,2
json-ld,webed,2
json-ld,whatwg,1
json-ld,bde-societies,1
json-ld,owled,5
json-ld,infographics,1
json-ld,bde-climate,1
json-ld,pubsub,9
json-ld,webhistory,2
json-ld,expath,2
json-ld,emergency,4
json-ld,bde-energy,1
json-ld,respimg,4
json-ld,rww,13
json-ld,credentials,7
json-ld,ppl,1
json-ld,opendataspain,1
json-ld,restonto,1
json-ld,userix,1
json-ld,bde-food,1
json-ld,schemaorg,11
json-ld,webzakim,1
json-ld,fedid,3
json-ld,webhaptics,1
json-ld,ssn-cg,4
json-ld,texttracks,2
json-ld,coders4africa,1
json-ld,ontolex,6
json-ld,decisionml,4
json-ld,rdf-tests,3
json-ld,mobileacc,3
json-ld,semnews,13
json-ld,schemed,3
json-ld,webdevdata,1
json-ld,cssselfrags,2
json-ld,cryptoledgers,1
json-ld,opened,2
json-ld,sentiment,2
json-ld,webcryptoapi,6
json-ld,wot,6
json-ld,bigdata,9
json-ld,sustyweb,2
json-ld,locadd,5
json-ld,carto,4
json-ld,custexpdata,2
json-ld,spec-annotation,1
json-ld,egovernance,2
json-ld,ld4lt,3
json-ld,w3id,3
json-ld,omn,1
json-ld,pua,1
json-ld,rdfjs,11
json-ld,bde-secure-societies,1
json-ld,opendatadir,2
json-ld,nextweb,2
json-ld,restrictedmedia,1
json-ld,games,2
json-ld,trustperms,1
json-ld,d-tasks,3
json-ld,networkfriendly,4
json-ld,webappscp,1
json-ld,markdown,7
json-ld,openannotation,11
json-ld,xmlperf,5
json-ld,geosemweb,10
json-ld,webid,10
json-ld,openw3c,1
json-ld,xml-er,2
json-ld,swisig,8
json-ld,agri,1
json-ld,schemabibex,6
json-ld,rosc,4
json-ld,w3process,3
json-ld,cloud,5
json-ld,argumentation,2
json-ld,webandbroadcasting,2
json-ld,microxml,1
json-ld,wai-engage,2
json-ld,ostatus,4
json-ld,cv2,1
json-ld,audio-dev,2
json-ld,wicg,1
json-ld,exploresemdata,2
json-ld,hydra,27
json-ld,bde-health,1
json-ld,semwebprog,10
json-ld,remotedom,1
json-ld,hpcweb,3
json-ld,cssacc,1
json-ld,webperfs,3
json-ld,gao,2
json-ld,places,5
json-ld,editing,2
json-ld,rsp,7
json-ld,autowebtest,1
json-ld,maps4html,1
json-ld,sodata,4
json-ld,svga11y,1
json-ld,webize,3
json-ld,tvapi,1
json-ld,webappstore,2
json-ld,fedsocweb,10
json-ld,webpayments,15
json-ld,interledger,3
json-ld,interative-apis,1
json-ld,xmlhypermedia,2
json-ld,svgstreaming,1
json-ld,htmail,1
json-ld,model,1
json-ld,architypes,2
json-ld,web-copyright,1
json-ld,xapivocabulary,1
json-ld,datavis,1
json-ld,ar,5
json-ld,lbd,1
json-ld,decsharing,2
json-ld,opengov,3
json-ld,declarative3d,1
json-ld,music-notation,1
json-ld,uad,2
json-ld,microposts,4
json-ld,community-io,3
json-ld,bpmlod,4
json-ld,spade,3
json-ld,sdshare,5
json-ld,odrl,2
json-ld,unhosted,10
json-ld,semstats,2
json-ld,economy,1
json-ld,html5spec,8
json-ld,dntrack,1
networked-data,socbizcg,1
networked-data,native-web-apps,1
networked-data,propertygraphs,1
networked-data,informationarchitecture,2
networked-data,scriptlib,1
networked-data,activitypub,1
networked-data,mws,1
networked-data,svgopentype,1
networked-data,speech-api,1
networked-data,vxmlcg,1
networked-data,webed,1
networked-data,whatwg,1
networked-data,owled,2
networked-data,infographics,2
networked-data,pubsub,4
networked-data,webhistory,3
networked-data,emergency,2
networked-data,respimg,1
networked-data,rww,5
networked-data,ppl,1
networked-data,opendataspain,1
networked-data,userix,1
networked-data,schemaorg,1
networked-data,webhaptics,1
networked-data,ssn-cg,1
networked-data,coders4africa,1
networked-data,ontolex,3
networked-data,mobileacc,1
networked-data,semnews,5
networked-data,webdevdata,1
networked-data,opened,2
networked-data,webcryptoapi,1
networked-data,wot,2
networked-data,bigdata,4
networked-data,sustyweb,1
networked-data,locadd,3
networked-data,carto,2
networked-data,egovernance,1
networked-data,ld4lt,1
networked-data,w3id,2
networked-data,pua,1
networked-data,rdfjs,3
networked-data,opendatadir,2
networked-data,restrictedmedia,1
networked-data,games,1
networked-data,networkfriendly,1
networked-data,openannotation,2
networked-data,xmlperf,2
networked-data,geosemweb,3
networked-data,webid,4
networked-data,xml-er,1
networked-data,swisig,3
networked-data,schemabibex,1
networked-data,rosc,1
networked-data,w3process,1
networked-data,cloud,1
networked-data,microxml,1
networked-data,wai-engage,1
networked-data,audio-dev,1
networked-data,hydra,4
networked-data,semwebprog,4
networked-data,hpcweb,1
networked-data,cssacc,1
networked-data,webperfs,1
networked-data,places,1
networked-data,editing,1
networked-data,rsp,3
networked-data,sodata,2
networked-data,webize,1
networked-data,webappstore,1
networked-data,fedsocweb,4
networked-data,webpayments,3
networked-data,interative-apis,1
networked-data,xmlhypermedia,1
networked-data,htmail,1
networked-data,traffic,1
networked-data,opengov,2
networked-data,uad,1
networked-data,microposts,2
networked-data,bpmlod,2
networked-data,spade,1
networked-data,sdshare,4
networked-data,odrl,2
networked-data,unhosted,3
networked-data,semstats,1
networked-data,html5spec,2
networked-data,dntrack,1
networked-data,json-ld,7
perma-id,socbizcg,3
perma-id,annoux,1
perma-id,sport-schema,1
perma-id,native-web-apps,1
perma-id,informationarchitecture,2
perma-id,bde-transport,2
perma-id,activitypub,1
perma-id,mws,2
perma-id,svgopentype,1
perma-id,speech-api,1
perma-id,vxmlcg,1
perma-id,webed,1
perma-id,whatwg,1
perma-id,bde-societies,2
perma-id,owled,1
perma-id,infographics,1
perma-id,bde-climate,2
perma-id,pubsub,4
perma-id,webhistory,2
perma-id,web-nfc,1
perma-id,emergency,3
perma-id,bde-energy,2
perma-id,respimg,1
perma-id,rww,6
perma-id,credentials,9
perma-id,ppl,1
perma-id,opendataspain,1
perma-id,restonto,2
perma-id,userix,1
perma-id,bde-food,2
perma-id,schemaorg,6
perma-id,webzakim,3
perma-id,fedid,4
perma-id,webhaptics,1
perma-id,ssn-cg,1
perma-id,ontolex,1
perma-id,decisionml,1
perma-id,rdf-tests,3
perma-id,mobileacc,1
perma-id,semnews,1
perma-id,schemed,1
perma-id,webdevdata,1
perma-id,cryptoledgers,1
perma-id,opened,2
perma-id,webcryptoapi,2
perma-id,wot,4
perma-id,bigdata,2
perma-id,sustyweb,2
perma-id,locadd,8
perma-id,carto,4
perma-id,custexpdata,2
perma-id,egovernance,5
perma-id,w3id,4
perma-id,omn,1
perma-id,pua,1
perma-id,rdfjs,5
perma-id,bde-secure-societies,2
perma-id,opendatadir,4
perma-id,nextweb,1
perma-id,restrictedmedia,2
perma-id,games,2
perma-id,trustperms,1
perma-id,d-tasks,2
perma-id,networkfriendly,1
perma-id,markdown,2
perma-id,openannotation,6
perma-id,xmlperf,1
perma-id,geosemweb,5
perma-id,webid,6
perma-id,openw3c,1
perma-id,xml-er,2
perma-id,swisig,2
perma-id,agri,1
perma-id,schemabibex,1
perma-id,rosc,1
perma-id,w3process,3
perma-id,cloud,1
perma-id,wai-engage,1
perma-id,ostatus,1
perma-id,cv2,1
perma-id,audio-dev,1
perma-id,wicg,1
perma-id,hydra,7
perma-id,bde-health,2
perma-id,semwebprog,2
perma-id,agelabels,1
perma-id,hpcweb,1
perma-id,cssacc,1
perma-id,webperfs,1
perma-id,gao,1
perma-id,places,4
perma-id,rsp,5
perma-id,autowebtest,1
perma-id,maps4html,1
perma-id,sodata,4
perma-id,webize,5
perma-id,webappstore,3
perma-id,fedsocweb,7
perma-id,vivo,1
perma-id,webpayments,7
perma-id,interledger,4
perma-id,interative-apis,1
perma-id,xmlhypermedia,1
perma-id,htmail,1
perma-id,xapivocabulary,1
perma-id,datavis,2
perma-id,ar,3
perma-id,traffic,1
perma-id,decsharing,2
perma-id,opengov,4
perma-id,uad,1
perma-id,microposts,2
perma-id,community-io,3
perma-id,bpmlod,4
perma-id,spade,1
perma-id,sdshare,4
perma-id,odrl,2
perma-id,unhosted,4
perma-id,semstats,1
perma-id,economy,2
perma-id,html5spec,2
perma-id,dntrack,2
perma-id,json-ld,8
perma-id,networked-data,3
collaboration,socbizcg,1
collaboration,sport-schema,1
collaboration,webscreens,1
collaboration,bde-transport,1
collaboration,activitypub,1
collaboration,mws,1
collaboration,speech-api,1
collaboration,webed,1
collaboration,bde-societies,1
collaboration,bde-climate,1
collaboration,pubsub,1
collaboration,emergency,1
collaboration,bde-energy,1
collaboration,rww,2
collaboration,credentials,2
collaboration,restonto,1
collaboration,bde-food,1
collaboration,schemaorg,2
collaboration,webzakim,1
collaboration,fedid,1
collaboration,ssn-cg,1
collaboration,ontolex,2
collaboration,decisionml,1
collaboration,rdf-tests,1
collaboration,semnews,1
collaboration,schemed,1
collaboration,opened,1
collaboration,webcryptoapi,1
collaboration,wot,1
collaboration,bigdata,1
collaboration,sustyweb,1
collaboration,locadd,1
collaboration,carto,1
collaboration,egovernance,1
collaboration,w3id,1
collaboration,omn,1
collaboration,benchweb,1
collaboration,rdfjs,1
collaboration,bde-secure-societies,1
collaboration,browsersync,1
collaboration,nextweb,1
collaboration,trustperms,1
collaboration,d-tasks,2
collaboration,markdown,2
collaboration,openannotation,1
collaboration,geosemweb,1
collaboration,webid,2
collaboration,openw3c,1
collaboration,xml-er,1
collaboration,swisig,1
collaboration,agri,1
collaboration,w3process,1
collaboration,cloud,1
collaboration,argumentation,1
collaboration,webandbroadcasting,1
collaboration,ostatus,1
collaboration,cv2,1
collaboration,wicg,1
collaboration,exploresemdata,1
collaboration,hydra,2
collaboration,bde-health,1
collaboration,semwebprog,1
collaboration,gao,1
collaboration,places,1
collaboration,rsp,1
collaboration,autowebtest,1
collaboration,sodata,1
collaboration,webize,1
collaboration,webappstore,1
collaboration,fedsocweb,2
collaboration,webpayments,2
collaboration,xapivocabulary,2
collaboration,ar,1
collaboration,decsharing,1
collaboration,opengov,3
collaboration,microposts,1
collaboration,community-io,1
collaboration,bpmlod,2
collaboration,sdshare,1
collaboration,unhosted,1
collaboration,economy,1
collaboration,json-ld,2
collaboration,perma-id,2
linkedculture,propertygraphs,1
linkedculture,ldql,1
linkedculture,xdmdl,1
linkedculture,bde-food,1
linkedculture,schemaorg,1
linkedculture,rdf-tests,1
linkedculture,opened,1
linkedculture,sentiment,1
linkedculture,wot,1
linkedculture,ld4lt,1
linkedculture,webtiming,1
linkedculture,openannotation,3
linkedculture,webid,2
linkedculture,swisig,1
linkedculture,schemabibex,2
linkedculture,rosc,1
linkedculture,exploresemdata,1
linkedculture,hydra,3
linkedculture,bde-health,1
linkedculture,wearableweb,1
linkedculture,fedsocweb,1
linkedculture,webpayments,1
linkedculture,interledger,1
linkedculture,architypes,2
linkedculture,xapivocabulary,1
linkedculture,ml-schema,1
linkedculture,datavis,1
linkedculture,lbd,1
linkedculture,decsharing,1
linkedculture,music-notation,1
linkedculture,bpmlod,1
linkedculture,sdshare,1
linkedculture,odrl,2
linkedculture,semstats,1
linkedculture,economy,1
data-driven-standards,socbizcg,2
data-driven-standards,cdl,1
data-driven-standards,sport-schema,1
data-driven-standards,native-web-apps,1
data-driven-standards,propertygraphs,2
data-driven-standards,autowebplatform,1
data-driven-standards,informationarchitecture,2
data-driven-standards,scriptlib,2
data-driven-standards,activitypub,1
data-driven-standards,mws,1
data-driven-standards,webed,2
data-driven-standards,infographics,1
data-driven-standards,pubsub,3
data-driven-standards,webhistory,2
data-driven-standards,emergency,1
data-driven-standards,respimg,2
data-driven-standards,rww,4
data-driven-standards,credentials,2
data-driven-standards,opendataspain,4
data-driven-standards,restonto,1
data-driven-standards,schemaorg,4
data-driven-standards,ssn-cg,1
data-driven-standards,coders4africa,1
data-driven-standards,ontolex,1
data-driven-standards,decisionml,2
data-driven-standards,rdf-tests,1
data-driven-standards,mobileacc,1
data-driven-standards,semnews,5
data-driven-standards,webdevdata,1
data-driven-standards,cssselfrags,3
data-driven-standards,webapps-ui,1
data-driven-standards,opened,2
data-driven-standards,wot,2
data-driven-standards,bigdata,7
data-driven-standards,locadd,2
data-driven-standards,carto,2
data-driven-standards,custexpdata,1
data-driven-standards,egovernance,1
data-driven-standards,w3id,2
data-driven-standards,benchweb,1
data-driven-standards,rdfjs,3
data-driven-standards,opendatadir,1
data-driven-standards,accesslearn,1
data-driven-standards,browsersync,2
data-driven-standards,accessibilityinindia,1
data-driven-standards,nextweb,2
data-driven-standards,games,1
data-driven-standards,d-tasks,1
data-driven-standards,networkfriendly,1
data-driven-standards,markdown,2
data-driven-standards,openannotation,2
data-driven-standards,geosemweb,3
data-driven-standards,webid,4
data-driven-standards,xml-er,1
data-driven-standards,colourblindness,2
data-driven-standards,swisig,2
data-driven-standards,schemabibex,2
data-driven-standards,rosc,1
data-driven-standards,w3process,1
data-driven-standards,cloud,3
data-driven-standards,wai-engage,2
data-driven-standards,ostatus,1
data-driven-standards,wicg,2
data-driven-standards,hydra,5
data-driven-standards,semwebprog,4
data-driven-standards,remotedom,1
data-driven-standards,cssacc,2
data-driven-standards,webperfs,1
data-driven-standards,gao,1
data-driven-standards,places,1
data-driven-standards,editing,5
data-driven-standards,sodata,2
data-driven-standards,svga11y,2
data-driven-standards,webize,1
data-driven-standards,tvapi,1
data-driven-standards,fedsocweb,4
data-driven-standards,webpayments,2
data-driven-standards,htmail,1
data-driven-standards,model,1
data-driven-standards,ar,3
data-driven-standards,traffic,1
data-driven-standards,opengov,2
data-driven-standards,microposts,1
data-driven-standards,bpmlod,2
data-driven-standards,sdshare,2
data-driven-standards,unhosted,4
data-driven-standards,semstats,1
data-driven-standards,html5spec,3
data-driven-standards,dntrack,1
data-driven-standards,json-ld,10
data-driven-standards,networked-data,5
data-driven-standards,perma-id,2
data-driven-standards,collaboration,1
jseverywhere,annoux,1
jseverywhere,cdl,1
jseverywhere,native-web-apps,5
jseverywhere,webmidi,1
jseverywhere,informationarchitecture,2
jseverywhere,scriptlib,2
jseverywhere,activitypub,1
jseverywhere,svgopentype,1
jseverywhere,speech-api,1
jseverywhere,webed,5
jseverywhere,whatwg,1
jseverywhere,infographics,3
jseverywhere,webassembly,3
jseverywhere,emergency,2
jseverywhere,respimg,7
jseverywhere,rww,2
jseverywhere,ppl,1
jseverywhere,opendataspain,1
jseverywhere,userix,3
jseverywhere,schemaorg,1
jseverywhere,fedid,3
jseverywhere,coders4africa,2
jseverywhere,decisionml,1
jseverywhere,mobileacc,6
jseverywhere,webdevdata,2
jseverywhere,cssselfrags,3
jseverywhere,webapps-ui,1
jseverywhere,opened,1
jseverywhere,webcryptoapi,1
jseverywhere,wot,2
jseverywhere,cndpubcg,1
jseverywhere,bigdata,5
jseverywhere,custexpdata,1
jseverywhere,spec-annotation,1
jseverywhere,webtiming,2
jseverywhere,browsersync,1
jseverywhere,nextweb,2
jseverywhere,games,6
jseverywhere,trustperms,2
jseverywhere,d-tasks,2
jseverywhere,networkfriendly,3
jseverywhere,webappscp,2
jseverywhere,markdown,1
jseverywhere,openannotation,2
jseverywhere,xmlperf,1
jseverywhere,openw3c,2
jseverywhere,colourblindness,1
jseverywhere,swisig,3
jseverywhere,devrel,2
jseverywhere,w3process,2
jseverywhere,cloud,3
jseverywhere,wai-engage,3
jseverywhere,wicg,2
jseverywhere,semwebprog,3
jseverywhere,remotedom,1
jseverywhere,touchevents,1
jseverywhere,cssacc,3
jseverywhere,editing,2
jseverywhere,rsp,1
jseverywhere,autowebtest,1
jseverywhere,svga11y,2
jseverywhere,webarraymath,1
jseverywhere,fedsocweb,2
jseverywhere,webpayments,1
jseverywhere,interledger,1
jseverywhere,ipid,1
jseverywhere,svgstreaming,1
jseverywhere,web-bluetooth,1
jseverywhere,web-copyright,2
jseverywhere,datavis,1
jseverywhere,ar,3
jseverywhere,opengov,2
jseverywhere,music-notation,2
jseverywhere,microposts,1
jseverywhere,spade,3
jseverywhere,html5spec,10
jseverywhere,dntrack,1
jseverywhere,json-ld,3
jseverywhere,collaboration,1
jseverywhere,data-driven-standards,1
declarative-apps,socbizcg,2
declarative-apps,cdl,1
declarative-apps,sport-schema,2
declarative-apps,propertygraphs,2
declarative-apps,webmidi,1
declarative-apps,ldql,1
declarative-apps,informationarchitecture,1
declarative-apps,bde-transport,1
declarative-apps,activitypub,2
declarative-apps,mws,1
declarative-apps,svgopentype,1
declarative-apps,webobservatory,1
declarative-apps,vxmlcg,1
declarative-apps,webed,1
declarative-apps,bde-societies,1
declarative-apps,owled,1
declarative-apps,timed-text,1
declarative-apps,infographics,1
declarative-apps,bde-climate,1
declarative-apps,pubsub,2
declarative-apps,webassembly,1
declarative-apps,expath,1
declarative-apps,emergency,1
declarative-apps,bde-energy,1
declarative-apps,xdmdl,1
declarative-apps,rww,8
declarative-apps,credentials,2
declarative-apps,ppl,1
declarative-apps,restonto,1
declarative-apps,bde-food,1
declarative-apps,schemaorg,4
declarative-apps,webzakim,1
declarative-apps,fedid,2
declarative-apps,ssn-cg,1
declarative-apps,coders4africa,2
declarative-apps,ontolex,2
declarative-apps,decisionml,3
declarative-apps,rdf-tests,4
declarative-apps,mobileacc,1
declarative-apps,semnews,4
declarative-apps,schemed,1
declarative-apps,webdevdata,1
declarative-apps,cssselfrags,1
declarative-apps,webapps-ui,1
declarative-apps,opened,2
declarative-apps,sentiment,2
declarative-apps,webcryptoapi,1
declarative-apps,wot,3
declarative-apps,cndpubcg,1
declarative-apps,bigdata,3
declarative-apps,sustyweb,2
declarative-apps,locadd,2
declarative-apps,carto,1
declarative-apps,custexpdata,1
declarative-apps,egovernance,2
declarative-apps,ld4lt,2
declarative-apps,w3id,1
declarative-apps,omn,1
declarative-apps,rdfjs,10
declarative-apps,change,1
declarative-apps,webtiming,1
declarative-apps,bde-secure-societies,1
declarative-apps,browsersync,1
declarative-apps,nextweb,2
declarative-apps,restrictedmedia,1
declarative-apps,trustperms,1
declarative-apps,d-tasks,1
declarative-apps,markdown,2
declarative-apps,openannotation,3
declarative-apps,xmlperf,2
declarative-apps,geosemweb,6
declarative-apps,webid,5
declarative-apps,openw3c,2
declarative-apps,xml-er,1
declarative-apps,swisig,5
declarative-apps,agri,1
declarative-apps,schemabibex,2
declarative-apps,rosc,1
declarative-apps,w3process,2
declarative-apps,microxml,2
declarative-apps,wai-engage,1
declarative-apps,ostatus,1
declarative-apps,cv2,1
declarative-apps,audio-dev,1
declarative-apps,exploresemdata,1
declarative-apps,hydra,16
declarative-apps,bde-health,1
declarative-apps,wearableweb,1
declarative-apps,semwebprog,4
declarative-apps,hpcweb,1
declarative-apps,webperfs,1
declarative-apps,gao,1
declarative-apps,places,1
declarative-apps,auto-wcag,1
declarative-apps,rsp,5
declarative-apps,autowebtest,1
declarative-apps,maps4html,1
declarative-apps,sodata,4
declarative-apps,webize,3
declarative-apps,webarraymath,1
declarative-apps,webappstore,1
declarative-apps,fedsocweb,5
declarative-apps,vivo,1
declarative-apps,webpayments,3
declarative-apps,interledger,1
declarative-apps,xmlhypermedia,1
declarative-apps,svgstreaming,1
declarative-apps,htmail,1
declarative-apps,model,1
declarative-apps,architypes,1
declarative-apps,xapivocabulary,2
declarative-apps,ml-schema,1
declarative-apps,datavis,2
declarative-apps,ar,1
declarative-apps,lbd,2
declarative-apps,decsharing,2
declarative-apps,opengov,2
declarative-apps,music-notation,2
declarative-apps,microposts,1
declarative-apps,community-io,2
declarative-apps,bpmlod,4
declarative-apps,sdshare,3
declarative-apps,unhosted,4
declarative-apps,semstats,3
declarative-apps,economy,2
declarative-apps,dntrack,1
declarative-apps,json-ld,7
declarative-apps,networked-data,2
declarative-apps,perma-id,1
declarative-apps,collaboration,1
declarative-apps,linkedculture,1
declarative-apps,data-driven-standards,2
law,socbizcg,2
law,cnwa,1
law,native-web-apps,1
law,informationarchitecture,2
law,mws,3
law,svgopentype,1
law,speech-api,2
law,vxmlcg,2
law,webed,1
law,whatwg,1
law,owled,1
law,infographics,2
law,pubsub,1
law,webhistory,2
law,emergency,3
law,respimg,1
law,rww,1
law,ppl,1
law,userix,2
law,webhaptics,1
law,ontolex,1
law,decisionml,1
law,mobileacc,3
law,webdevdata,1
law,cryptoledgers,1
law,webcryptoapi,1
law,wot,1
law,cndpubcg,1
law,bigdata,2
law,sustyweb,1
law,locadd,2
law,carto,3
law,custexpdata,1
law,egovernance,2
law,ld4lt,1
law,w3id,1
law,pua,1
law,change,2
law,webtiming,1
law,bde-secure-societies,1
law,opendatadir,1
law,browsersync,1
law,accessibilityinindia,1
law,restrictedmedia,1
law,games,2
law,trustperms,1
law,networkfriendly,3
law,markdown,1
law,openannotation,1
law,xmlperf,1
law,geosemweb,2
law,swisig,1
law,agri,1
law,schemabibex,1
law,rosc,1
law,cloud,3
law,webandbroadcasting,1
law,wai-engage,1
law,audio-dev,1
law,hydra,1
law,semwebprog,1
law,agelabels,1
law,hpcweb,1
law,webperfs,2
law,places,2
law,rsp,1
law,webize,1
law,webappstore,1
law,fedsocweb,1
law,webpayments,1
law,interledger,1
law,interative-apis,1
law,xmlhypermedia,1
law,ar,2
law,uad,1
law,microposts,1
law,bpmlod,2
law,spade,2
law,sdshare,1
law,odrl,1
law,unhosted,1
law,semstats,1
law,html5spec,1
law,dntrack,2
law,json-ld,3
law,networked-data,2
law,perma-id,1
law,jseverywhere,1
quickfix,cdl,1
quickfix,webmidi,1
quickfix,svgopentype,1
quickfix,webobservatory,1
quickfix,vxmlcg,1
quickfix,timed-text,1
quickfix,infographics,1
quickfix,webhistory,1
quickfix,webassembly,1
quickfix,expath,2
quickfix,rww,1
quickfix,ppl,4
quickfix,coders4africa,1
quickfix,ontolex,1
quickfix,mobileacc,1
quickfix,webdevdata,1
quickfix,cssselfrags,3
quickfix,cndpubcg,1
quickfix,bigdata,1
quickfix,sustyweb,1
quickfix,egovernance,1
quickfix,ld4lt,1
quickfix,change,3
quickfix,browsersync,1
quickfix,nextweb,2
quickfix,restrictedmedia,1
quickfix,markdown,1
quickfix,xmlperf,2
quickfix,geosemweb,1
quickfix,openw3c,2
quickfix,xml-er,3
quickfix,rosc,1
quickfix,w3process,1
quickfix,microxml,3
quickfix,wai-engage,1
quickfix,audio-dev,1
quickfix,wicg,1
quickfix,hydra,1
quickfix,hpcweb,1
quickfix,webperfs,1
quickfix,auto-wcag,1
quickfix,rsp,1
quickfix,webarraymath,1
quickfix,xmlhypermedia,2
quickfix,svgstreaming,1
quickfix,htmail,1
quickfix,opengov,1
quickfix,bpmlod,2
quickfix,stroke-fonts,1
quickfix,dntrack,1
quickfix,declarative-apps,1
offx,svgopentype,3
offx,respimg,1
offx,cssselfrags,1
offx,svgstreaming,1
offx,declarative3d,1
offx,music-notation,1
offx,stroke-fonts,2
opentag,socbizcg,3
opentag,cdl,1
opentag,sport-schema,1
opentag,native-web-apps,3
opentag,webscreens,1
opentag,webmidi,1
opentag,informationarchitecture,1
opentag,scriptlib,2
opentag,bde-transport,1
opentag,activitypub,2
opentag,mws,1
opentag,svgopentype,2
opentag,mmarkup,1
opentag,speech-api,1
opentag,webobservatory,1
opentag,vxmlcg,2
opentag,webed,2
opentag,whatwg,2
opentag,bde-societies,1
opentag,owled,1
opentag,timed-text,1
opentag,infographics,1
opentag,bde-climate,1
opentag,pubsub,4
opentag,webhistory,1
opentag,webassembly,1
opentag,expath,2
opentag,web-nfc,1
opentag,emergency,2
opentag,bde-energy,1
opentag,respimg,2
opentag,opd,1
opentag,rww,7
opentag,credentials,2
opentag,ppl,3
opentag,restonto,1
opentag,userix,3
opentag,bde-food,1
opentag,schemaorg,2
opentag,webzakim,1
opentag,fedid,2
opentag,webhaptics,1
opentag,ssn-cg,2
opentag,coders4africa,1
opentag,decisionml,1
opentag,rdf-tests,2
opentag,mobileacc,3
opentag,semnews,2
opentag,schemed,1
opentag,webdevdata,2
opentag,cssselfrags,2
opentag,cryptoledgers,1
opentag,opened,1
opentag,webcryptoapi,2
opentag,wot,5
opentag,cndpubcg,1
opentag,bigdata,3
opentag,sustyweb,3
opentag,locadd,4
opentag,carto,2
opentag,custexpdata,2
opentag,egovernance,1
opentag,w3id,2
opentag,omn,1
opentag,pua,1
opentag,rdfjs,2
opentag,change,1
opentag,webtiming,1
opentag,bde-secure-societies,1
opentag,opendatadir,1
opentag,browsersync,1
opentag,nextweb,2
opentag,restrictedmedia,2
opentag,games,3
opentag,trustperms,2
opentag,d-tasks,2
opentag,networkfriendly,2
opentag,markdown,2
opentag,openannotation,3
opentag,xmlperf,2
opentag,geosemweb,4
opentag,webid,2
opentag,openw3c,3
opentag,xml-er,2
opentag,swisig,2
opentag,agri,1
opentag,schemabibex,1
opentag,devrel,1
opentag,rosc,2
opentag,w3process,3
opentag,cloud,2
opentag,microxml,1
opentag,wai-engage,1
opentag,ostatus,1
opentag,cv2,1
opentag,audio-dev,2
opentag,wicg,1
opentag,hydra,5
opentag,bde-health,1
opentag,semwebprog,3
opentag,hpcweb,2
opentag,webperfs,2
opentag,gao,1
opentag,places,2
opentag,auto-wcag,1
opentag,rsp,4
opentag,autowebtest,1
opentag,sodata,2
opentag,webize,3
opentag,webarraymath,1
opentag,tvapi,1
opentag,webappstore,3
